date,bhp,bht,dp_tubing,thp,tht,choke_size_percentage,QL,QG
2009-12-12,251.7934302083333,107.05381020833332,191.00477354166668,60.78865666666667,84.15879458333333,27.06226854166667,6027.87,763675.41
2009-12-13,253.1857565876087,107.0400757498826,191.1361169668348,62.04963962077391,83.01314647071304,28.394625266021738,5894.608695652174,737214.0208695652
2009-12-14,252.1479175,107.04767041666666,190.979230625,61.168686875,83.94469208333334,27.453219375,5972.54,754743.06
2009-12-15,252.18680395833331,107.042715625,191.0300827083333,61.15672125,83.834228125,27.441995416666668,5948.04,776432.23
2009-12-16,251.86652354166668,107.04568645833334,190.84483208333333,61.021691458333336,83.40330645833333,27.307188125,5717.899999999999,749752.39
2009-12-17,252.178949920821,107.0435182198787,190.81343655365023,61.36551336717074,81.45015302330047,27.975486582541244,5847.912774030298,740832.8499938534
2009-12-18,271.18872357637485,106.75214081586368,183.08316245196596,88.10556112440895,73.80432320370608,55.78125037630245,2890.192971246006,356275.2
2009-12-19,250.04096121576703,107.04682808957736,191.3677294985491,58.67323171721797,81.69627789675208,25.164440429377706,6109.034276206323,750239.4409317805
2009-12-20,252.49627135898365,106.98732026180052,189.81315352119265,62.68311783779101,80.27811680161079,29.156322720266,5739.182500755896,695717.7552804708
2009-12-21,247.85264729166667,107.026446875,190.20132041666668,57.651326875,81.74688791666667,24.0013225,6048.139999999999,739004.92
2009-12-22,247.0978625,107.031365625,190.14016583333333,56.95769666666666,81.52418333333334,23.292674583333334,5882.900000000001,743748.5100000001
2009-12-23,248.06578375,107.02522354166666,189.75490541666667,58.310878333333335,82.56369291666667,24.732659583333334,5759.0,715681.17
2009-12-24,248.5300225,107.02135291666669,189.62316166666668,58.90686083333333,83.11477458333333,25.371640625,5724.899999999999,703199.58
2009-12-25,248.51700479166664,107.027373125,189.67254645833333,58.844458333333336,82.44247416666667,25.306937708333333,5787.29,723178.83
2009-12-26,248.71875208333333,107.03395916666666,190.1399095833333,58.5788425,83.79003375,25.01610375,5829.139999999999,719081.4
2009-12-27,248.65064041666668,107.035895625,190.20257395833332,58.44806645833334,83.721456875,24.88118833333333,5564.829999999999,711628.09
2009-12-28,248.47783375,107.03790833333332,190.26517041666668,58.21266333333333,83.51567958333334,24.64172875,6066.46,738483.9700000001
2009-12-29,248.38747666666663,107.04270333333334,190.25553520833333,58.13194145833333,83.22459958333333,24.562876875,6015.77,739635.4700000001
2009-12-30,248.350824375,107.04628770833334,190.23544875,58.115375625,82.76590916666666,24.547793541666667,6064.05,738860.57
2009-12-31,248.42246083333333,107.04874875,190.31424145833333,58.108219375,83.4634125,24.52999520833333,5997.09,763335.14
2010-01-01,248.2708795833333,107.05442916666668,190.2422995833333,58.02858,82.37292125,24.47182520833333,6052.91,736984.71
2010-01-02,248.13987833333331,107.05831729166668,190.26088020833333,57.878998125,81.99323125,24.326935416666668,6104.329999999999,735525.7799999999
2010-01-03,248.06805708333331,107.061969375,190.49241791666665,57.57563916666667,83.47090229166666,24.018529375,6021.219999999998,732785.12
2010-01-04,248.10016979166667,107.06657979166668,190.51886604166663,57.58130375,83.29423875,24.026450208333333,5948.94,730335.59
2010-01-05,248.0507614583333,107.07150958333334,190.488745625,57.56201583333333,82.92004229166666,24.008132291666666,5748.12,731148.3000000002
2010-01-06,248.050173125,107.07664354166668,190.44568145833333,57.60449166666667,82.80426416666667,24.060415625,5751.200000000001,729365.98
2010-01-07,248.00722872340427,107.08178085106384,190.58369319148937,57.423535531914894,83.04240191489362,23.876860638297877,5899.57,728597.69
2010-01-08,247.9974259574468,107.08705574468084,190.68995468085103,57.30747127659574,82.99875659574468,23.77850255319149,5765.94,727881.15
2010-01-09,255.40790583120813,107.01040259694928,188.0349149920927,67.37299083911545,79.29285501217299,34.554519426618896,4782.062011979856,622253.700183022
2010-01-10,248.43397361702128,107.0712010638298,190.2990393617021,58.13493425531915,81.51433914893617,24.39716,5746.75,720907.5100000001
2010-01-11,247.903004375,107.086594375,190.75915166666667,57.14385270833333,82.282203125,23.36963645833333,5851.299999999999,722935.2399999999
2010-01-12,247.7502025,107.095309375,190.65360083333331,57.096601666666665,80.89970729166667,23.32697458333333,5787.22,722042.16
2010-01-13,247.60891145833327,107.1049175,190.68503270833327,56.92387875,80.39683104166667,23.175788333333333,5830.91,718018.4499999998
2010-01-14,247.24345541666668,107.11945979166669,190.764365,56.479090416666665,80.72723083333334,22.75013875,5981.86,712515.8000000002
2010-01-15,246.88378208333333,107.13375375,190.86854979166668,56.01523229166666,81.757934375,22.33427395833333,5897.950000000001,704357.87
2010-01-16,246.51294354166663,107.151598125,190.90236395833327,55.61057958333333,80.44165958333333,21.969791458333333,5906.469999999998,694861.23
2010-01-17,246.20528270833333,107.16607645833334,191.11977708333333,55.085505625,81.62978125,21.477225,5833.57,685492.94
2010-01-18,246.0596845833333,107.18054291666668,191.316678125,54.74300645833333,82.762875,21.16753458333333,5811.38,654091.11
2010-01-19,245.9449514583333,107.19174166666669,191.4167425,54.52820895833333,83.12763625,20.974510833333333,5745.18,648792.3
2010-01-20,245.77118833333333,107.205026875,191.41805104166667,54.35313729166667,81.18815625,20.889554375,5944.3,645710.52
2010-01-21,245.760560625,107.21577479166666,191.65357791666668,54.10698270833333,81.62041645833334,20.680432291666666,5907.16,643438.14
2010-01-22,245.86578208333333,107.223914375,191.87066020833333,53.995121875,81.37144479166666,20.577990625,5880.850000000001,641682.81
2010-01-23,246.71684520833327,107.22532916666668,191.8879227083333,54.8289225,81.24529229166667,20.88822,5141.81,585272.22
2010-01-24,247.1622625,107.24168895833331,192.922315,54.2399475,81.81347645833333,20.826825,5694.610000000001,637970.89
2010-01-25,248.7579177083333,107.22639020833331,194.1894514583333,54.56846625,83.54235416666667,21.249116458333333,5939.649999999999,642488.68
2010-01-26,253.9391555875908,107.1771037146991,192.610758134964,61.32839745262678,81.02528500322072,28.3824231836476,5234.616747802393,583487.5176410739
2010-01-27,250.51896729166663,107.20844395833332,194.15398708333333,56.364980208333336,83.17416104166666,23.14648791666667,5699.44,620159.9
2010-01-28,248.75301708333333,107.24761166666669,196.0733102083333,52.679706875,83.98514458333334,19.36326770833333,6014.68,648793.03
2010-01-29,248.62483104166665,107.26446291666667,196.85740666666663,51.767424375,84.54139791666667,18.414105416666665,6057.72,660019.14
2010-01-30,248.730560625,107.27569541666666,197.39371541666668,51.33684520833334,84.22253395833333,17.960305625,6120.75,662547.04
2010-01-31,249.07851354166667,107.28413791666668,197.83235,51.24616354166667,84.59552916666667,17.88235729166667,6164.5,660598.1
2010-02-01,249.613408125,107.2891025,198.21876916666668,51.39463895833333,84.83322104166666,18.063903541666665,6129.75,655437.09
2010-02-02,250.8011175,107.288536875,198.16941,52.6317075,84.67127208333333,19.32666083333333,6011.12,639511.89
2010-02-03,251.90313166666667,107.27662333333332,198.0541177083333,53.84901395833333,85.18499291666667,20.525317291666667,5774.990000000001,625088.66
2010-02-04,254.10536854166668,107.259246875,197.04149729166667,57.06387125,83.76842104166667,23.972992291666667,5867.509999999999,583842.94
2010-02-05,252.86734,107.28336666666668,197.65882375,55.20851625,83.05772375,22.063314375,5704.57,597777.67
2010-02-06,253.167550625,107.289284375,198.0806952083333,55.086855416666666,83.55986916666667,21.943501458333333,5304.85,595403.85
2010-02-07,254.46994104166663,107.28278958333334,198.41506854166667,56.0548725,85.39934583333333,22.937200625,5648.96,587079.15
2010-02-08,252.971821875,107.30961770833332,198.98830875,53.983513125,85.52238,20.752266875,5973.97,608912.3
2010-02-09,253.16264541666663,107.31474083333332,199.28925729166667,53.873388125,85.6277475,20.64758708333333,5941.070000000001,604874.51
2010-02-10,253.48034416666667,107.31657458333332,199.45147041666667,54.02887375,85.25594104166667,20.82043895833333,5840.69,598834.31
2010-02-11,254.27715416666663,107.31399333333331,199.763078125,54.51407604166667,85.78682,21.32291625,5844.56,576166.16
2010-02-12,256.964016875,107.290658125,199.114275625,57.84974125,85.764864375,24.925211041666667,5496.990000000001,533211.35
2010-02-13,258.09332625,107.25676416666668,198.6326525,59.46067375,85.83702,26.58892958333333,5425.06,513995.49
2010-02-14,257.84706117156315,107.28677947166904,202.40501318642964,55.44204798513354,84.75527349837805,25.09400989458249,5280.039906795853,522590.13940156
2010-02-15,254.24587458687589,107.27224692814964,196.88753567974996,57.35833890712595,82.99694921336265,24.2284598133984,4692.573913043479,489361.3565217392
2010-02-16,253.49608604166667,107.2883975,196.16111125,57.33497479166667,82.35810770833334,24.20793958333333,5811.72,576669.56
2010-02-17,253.934,107.29840916666669,197.03817229166663,56.895827708333336,82.03394854166666,23.81035083333333,5692.59,567407.26
2010-02-18,259.906501509382,107.2432303162283,196.64377560241124,63.26272590697075,79.49376094585392,30.2352278679973,4996.619584632199,491016.9619634084
2010-02-19,254.16856479166665,107.33487854166668,197.70922729166668,56.4593375,84.46136958333334,23.30660083333333,5812.84,565795.15
2010-02-20,254.54588382978724,107.33695872340424,198.62633085106384,55.9195529787234,85.57773936170213,22.756537872340427,5741.57,554370.95
2010-02-21,254.94900083333332,107.34187416666668,199.48067708333332,55.46832375,85.67987416666666,22.28788125,5892.95,566968.14
2010-02-22,255.394600625,107.34757395833331,200.176210625,55.21839,85.77956,22.040014166666666,5844.07,562626.38
2010-02-23,259.59669357863226,107.3302601022258,199.9932907156968,59.60340286293548,84.92498032568388,26.72901022412258,5161.593191489361,507565.11319148936
2010-02-24,256.375570625,107.35591354166668,200.79365020833333,55.58192041666667,85.3463125,22.718035625,5930.829999999999,568507.65
2010-02-25,254.7081406638658,106.12825638330406,199.0548199106452,55.65332075322059,81.95001642659183,23.452412227694868,6067.796756756757,606304.8259459459
2010-02-26,264.3846732347857,107.26587461020554,199.66002208897572,64.72465114580996,79.43343547989859,32.1654072634303,6086.101425679703,502325.54086349247
2010-02-27,257.11815016315563,107.37675255739109,201.69333314644652,55.42481701670906,85.16638051131258,23.936671143907983,7566.5318181818175,590891.5363636364
2010-03-02,301.5878,104.97899,190.0633,111.5245,5.71538,110.61173,0.0,0.0
2010-03-03,265.38058659574466,107.16888978723404,196.0197859574468,69.36080063829787,77.73736723404255,36.807185957446805,5367.451914893617,488482.2229787234
2010-03-04,256.52443708333334,107.28477520833331,194.34110104166663,62.18333604166666,85.04284416666667,29.29483625,5952.66,573524.63
2010-03-05,256.62906291666667,107.258215,193.700205,62.928857916666665,84.55720604166666,29.756083125,5827.55,556182.88
2010-03-06,256.52900211284515,107.23984786314526,193.39956213685477,63.1294399759904,84.07514184873949,30.036456242497,5788.15462184874,547884.3889555822
2010-03-08,256.2080153564584,107.210385656121,194.9251390701314,61.282876286326974,82.32644038989872,27.802903131399592,5779.264514862083,600569.991612744
2010-03-09,251.6247514583333,107.26479166666668,193.73935125,57.88540020833333,85.06681979166666,24.285544166666668,6749.88,599227.03
2010-03-10,250.59783145833333,107.25570708333332,193.71945541666668,56.87837604166667,85.26423625,23.32020895833333,6158.39,587889.32
2010-03-11,254.03707223394008,107.20508591126504,193.27148729476824,60.765584939171816,83.8360338992997,27.45838407426312,5010.288735292601,492526.1578946924
2010-03-12,251.9101515590612,107.1970842595444,192.8207033371355,59.0894482219257,84.68047862945622,25.7978826227897,5493.30380289213,563238.6233127442
2010-03-13,249.57442723404256,107.22567,193.32643765957448,56.247989574468086,85.24969148936171,22.85185170212766,5280.66,536774.93
2010-03-14,248.58954916666667,107.264540625,194.626283125,53.96326604166666,84.95389979166667,20.460691875,5457.67,543770.7
2010-03-15,248.35821979166667,107.293551875,196.05289666666667,52.305323125,85.67905916666666,18.750916041666667,5919.25,545239.21
2010-03-16,249.9803777083333,107.2912525,196.67472229166663,53.30565541666667,85.55430833333334,19.804100416666667,5494.04,527216.28
2010-03-17,249.3311720833333,107.31375541666668,197.60593166666663,51.725240416666665,84.58994916666667,18.156602291666665,5868.920000000001,535713.37
2010-03-18,248.35435354166663,107.31548833333332,197.85202,50.502333541666665,83.758611875,16.88227125,5791.95,573530.5
2010-03-19,247.75999604166665,107.303415,197.62434229166664,50.13565375,82.94166916666667,16.560215416666665,6010.740000000001,543342.62
2010-03-20,247.15807479166668,107.29343458333334,197.6950597916667,49.463015,85.45611,15.914775833333334,5968.73,537024.4
2010-03-21,246.56603854166667,107.28454791666668,197.623400625,48.94263791666667,86.04652354166667,15.441983333333331,5961.490000000001,533775.74
2010-03-22,246.0237725,107.27565583333332,197.1863925,48.83738,85.35943166666667,15.3907575,5332.56,482476.79
2010-03-23,245.481925625,107.26929416666668,197.05417333333327,48.42775229166666,85.16631916666667,14.997118125,5478.899999999999,483316.17
2010-03-24,245.86238770833333,107.28001791666668,197.39507375,48.467313958333335,84.99946770833333,15.059750625,5359.6,481386.34
2010-03-25,246.38931625,107.29436479166668,197.99562791666668,48.39368833333333,84.933415625,14.966418541666666,5454.51,484059.07
2010-03-26,246.65081916666668,107.30968083333332,198.78837479166663,47.862444375,84.31733833333334,14.389424166666666,5705.110000000001,497797.96
2010-03-27,247.0082783333333,107.32265666666666,199.606349375,47.401928958333336,84.5269825,13.880588333333334,5780.69,507921.24
2010-03-28,247.2800218181818,107.33552772727272,200.3695690909091,46.91045272727273,85.33222272727272,13.359956590909093,5974.3930434782615,517111.7113043478
2010-03-29,247.68270166666667,107.34554916666669,201.12032895833332,46.562372708333335,86.35655416666667,13.004877083333334,6129.360000000001,528779.69
2010-03-30,248.35717916666667,107.35255583333333,201.33698416666667,47.020195,83.84440166666667,13.476033125,5983.81,494748.72
2010-03-31,248.9217134042553,107.35985170212766,202.0065,46.91521340425532,84.59514170212766,13.366287872340424,6237.100000000001,496155.6500000001
2010-04-01,274.006981762407,107.02363830558107,200.8378110008812,73.16917076152583,72.38863794114802,41.67481010714036,3018.71463803859,256322.10884902015
2010-04-02,250.8892314583333,107.39059958333333,202.58363479166667,48.305596666666666,84.76828104166667,14.951131666666669,5906.759999999999,494941.47
2010-04-03,255.1435892662468,107.3575233970851,202.3163644756766,52.82722479057021,83.50443516794043,19.45232958341277,5735.805957446809,458126.8085106383
2010-04-04,251.46080541666663,107.40351833333334,203.9085458333333,47.55225958333333,86.0894925,13.986646875,6174.200000000001,491688.7
2010-04-05,252.6385095744681,107.3988725531915,204.179074893617,48.45943468085106,85.8166844680851,14.938086170212769,6002.759999999999,484318.02
2010-04-06,254.033159375,107.39075458333332,204.57501354166664,49.45814583333333,85.26202645833334,15.975783541666669,5808.19,473561.06
2010-04-07,254.78995166666667,107.39200291666668,205.42488416666663,49.3650675,86.55952270833333,15.867466041666669,5983.21,472635.76
2010-04-08,255.338780625,107.396590625,206.05963166666663,49.27914895833333,87.04560375,15.773301875,6054.139999999999,455297.51
2010-04-09,255.85836354166668,107.39767166666668,206.51110520833333,49.347258333333336,87.439949375,15.855203958333334,5834.31,445620.47
2010-04-10,255.399305,107.38033041666668,206.08400416666663,49.31530083333333,87.38510625,15.855765,5832.96,439985.54
2010-04-11,254.714480625,107.363859375,205.50867541666668,49.20580520833333,87.13673979166667,15.7810825,5733.78,436803.04
2010-04-12,254.09617666666668,107.3506425,205.1585558333333,48.93762083333333,87.142473125,15.520025208333331,5711.079999999999,435013.56
2010-04-13,253.47145104166665,107.342165625,204.9844170833333,48.487033958333335,87.133998125,15.073475625,5736.75,435421.87
2010-04-14,252.74809770833332,107.334271875,204.68169104166665,48.066406666666666,87.15173541666667,14.6671575,5004.55,447504.82
2010-04-15,251.9845820833333,107.32852083333331,204.39514520833333,47.589436875,87.15309,14.20341,5504.96,449867.21
2010-04-16,251.03967604166667,107.32445479166668,204.07482541666667,46.964850625,86.8088275,13.589061875,5555.04,455114.7
2010-04-17,254.2791415865245,107.28423012334288,203.11866219788604,51.160479388638485,84.5945043064149,18.05299613897802,5174.136739162391,411774.85768212256
2010-04-18,250.41102354166668,107.30287729166666,202.96165729166665,47.44936625,86.511671875,14.119210208333334,5296.23,438645.57
2010-04-19,249.18785875,107.292633125,202.39728770833327,46.79057104166667,86.05734458333333,13.469129791666669,5504.45,453679.07
2010-04-20,247.289051875,107.28980604166668,201.826680625,45.46237125,85.64008479166667,12.118871875,5484.28,473051.86
2010-04-21,246.405213125,107.28092854166668,201.52953520833333,44.87567791666667,86.307999375,11.558531041666669,5315.290000000001,412427.71
2010-04-22,245.453566875,107.268416875,200.74567416666667,44.70789270833333,85.97632354166667,11.420588958333331,5467.110000000001,411157.09
2010-04-23,244.20229770833333,107.2554825,199.800894375,44.40140333333333,86.33489416666667,11.136473333333331,5386.67,415791.81
2010-04-24,252.838461875,107.17304541666668,199.48805875,53.350403125,85.00724979166667,20.405201875,4751.360000000001,359254.39
2010-04-25,258.294194375,107.11237,199.52576270833333,58.768431666666665,82.67338895833333,25.22451145833333,4169.35,297181.97
2010-04-26,269.75871958333335,106.99409291666667,203.148621875,66.61009770833333,72.60796958333333,33.402002708333335,3158.92,233630.45000000004
2010-04-27,254.9529777083333,107.221715,201.00105645833327,53.95192125,86.0665575,20.461998125,4759.25,355951.95
2010-04-28,268.374181875,107.06413020833334,201.71232541666663,66.66185645833333,74.348405,33.24169354166666,3288.34,256517.89
2010-04-29,265.35353729166667,107.14538645833332,204.12933,61.224207291666666,78.51487875,27.91886833333333,3976.69,302184.58
2010-04-30,257.1144389583333,107.28347166666668,203.09592479166668,54.01851416666667,85.94383333333333,20.445645625,4797.81,365717.84
2010-05-01,257.74494854166664,107.28727458333331,203.87749416666668,53.867454375,86.79553145833333,20.253609375,4816.79,367983.81
2010-05-02,257.78144395833334,107.29926541666669,204.710295,53.07114895833333,87.06396145833334,19.426379375,4886.26,374436.17
2010-05-03,257.64068395833334,107.30084479166666,205.08549979166668,52.55518416666666,87.054515,18.870425208333334,4914.07,375797.0
2010-05-04,263.1375213262387,107.21379791986452,205.26049025695485,57.87703106928387,80.92341103347742,24.61854236967097,4268.872258064516,334422.99870967737
2010-05-05,259.1961175,107.3195775,205.03546291666663,54.16065458333333,86.742926875,20.61565208333333,4907.36,362884.92
2010-05-06,259.75334895833333,107.31446645833331,205.13355104166664,54.61979791666667,85.87667520833334,21.08863875,4641.29,358552.25
2010-05-07,260.28127125,107.31451291666669,205.6754525,54.60581875,86.43272291666666,21.243040625,4756.58,353907.14
2010-05-08,260.9001875,107.31569791666666,206.51287416666668,54.38731333333333,87.07391395833334,20.99455270833333,4786.77,352485.33
2010-05-09,261.44390979166667,107.31907395833332,207.02556416666667,54.418345625,87.009118125,21.019789791666668,4772.4400000000005,351180.38000000006
2010-05-10,262.00366916666667,107.32353895833332,207.50397708333333,54.499692083333336,86.61977729166667,21.11804270833333,5271.610000000001,393105.23
2010-05-11,262.68632479166666,107.32526479166668,208.05195166666667,54.634373125,87.15658458333333,21.25479395833333,5234.32,390316.16
2010-05-12,263.4684633333333,107.32372458333332,208.4931,54.97536333333333,87.31020979166667,21.49610333333333,5185.73,373903.91
2010-05-13,263.89535458333336,107.33052875,208.88825791666667,55.00709666666667,86.86296958333334,21.603031666666663,5000.9400000000005,383273.34
2010-05-14,264.48678479166665,107.33474291666668,209.296956875,55.189827916666665,86.600765625,21.80174270833333,5056.51,387666.95
2010-05-15,265.05233936170214,107.3378374468085,209.9160261702128,55.13631319148936,87.35871042553191,21.76097404255319,5146.1,385413.71
2010-05-16,265.66935625,107.34037770833334,210.6883075,54.98104875,87.91668270833334,21.585814166666665,5002.65,383866.45
2010-05-17,266.2566783333333,107.34390875,211.19223458333332,55.06444375,87.97491520833333,21.681468541666668,5233.2,381679.5999999999
2010-05-18,267.22427625,107.34092,211.38825708333331,55.83601916666667,88.14116020833333,22.45742583333333,5393.88,377151.82
2010-05-19,268.338905625,107.334845,211.6716302083333,56.66727541666667,88.07958395833333,23.354360416666665,5115.69,367958.48
2010-05-20,269.4409733333333,107.33056020833334,212.193216875,57.247756458333335,88.23496916666667,23.9659225,5345.049999999999,364275.44
2010-05-21,270.51983583333333,107.32505729166668,212.60490625,57.91492958333333,88.13162854166667,24.686869791666663,5187.38,361267.83
